[22/9/23, 17:25:44] Maga: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Nadie fuera de este chat, ni siquiera WhatsApp, puede leerlos ni escucharlos.
[22/9/23, 17:25:44] Antonio Murillo Sevillano: https://maps.app.goo.gl/Tdrzv5EpChmwDpRx7?g_st=iw
[24/10/23, 1:25:49] Antonio Murillo Sevillano: El cuatri a viene voy a tener problemas
[24/10/23, 1:25:51] Maga: Siempre busca niñas wapas
[24/10/23, 1:25:57] Maga: No buena gente
[24/10/23, 1:26:06] Antonio Murillo Sevillano: Martin mi vecino es un killer
[24/10/23, 1:26:21] Antonio Murillo Sevillano: Martin es nombre de killer de área
[24/10/23, 13:52:06] Antonio Murillo Sevillano: no vas a hacer lo de revolut no?
[24/10/23, 15:54:49] Maga: No tio se me paso hacerlo el dia que compre el tinte
[24/10/23, 15:54:56] Maga: Ya no tengo mas nada que comprar
‎[24/10/23, 15:55:17] Maga: ‎<adjunto: 00002891-PHOTO-2023-10-24-15-55-17.jpg>
[24/10/23, 15:55:25] Maga: Como de reventado mental soy
[24/10/23, 15:55:44] Antonio Murillo Sevillano: El día q vayas a viajar y te tengas q hacer Revolut te acordarás
[24/10/23, 15:55:59] Maga: Seguramente pero esq es un coñazo bro
[24/10/23, 15:56:00] Antonio Murillo Sevillano: Esta wapo
[24/10/23, 15:56:03] Maga: Pero vamos
[24/10/23, 15:56:12] Antonio Murillo Sevillano: Hay uno de tik tok q lo teñí
[24/10/23, 15:56:13] Maga: Van a salir mas ofertas asi
[24/10/23, 15:56:13] Antonio Murillo Sevillano: Tenía
[24/10/23, 15:56:21] Maga: De esto come revolut
[24/10/23, 15:56:23] Antonio Murillo Sevillano: Más coñazo es trabajar 3 horas
[24/10/23, 15:56:30] Maga: Igual?
[24/10/23, 15:56:32] Antonio Murillo Sevillano: Acá
[24/10/23, 15:56:35] Antonio Murillo Sevillano: Exactamente igual
[24/10/23, 15:56:39] Antonio Murillo Sevillano: El q la palmó de cáncer
[24/10/23, 15:56:46] Maga: ???
[24/10/23, 15:56:49] Maga: Ahhhh
[24/10/23, 15:56:55] Maga: El que era super blanquito
[24/10/23, 15:57:24] Maga: Mi vieja me deshereda como me haga una pantera en la espalda
[24/10/23, 15:58:07] Antonio Murillo Sevillano: Si
[24/10/23, 15:58:36] Antonio Murillo Sevillano: Si túviese dos vidas puede q me lo hiciese en una
[24/10/23, 15:58:48] Maga: Pf pero esq solo hay una
[24/10/23, 15:59:02] Antonio Murillo Sevillano: Life to short pa dejarme una billetada en eso
‎[24/10/23, 15:59:28] Maga: ‎<adjunto: 00002914-AUDIO-2023-10-24-15-59-28.opus>
‎[24/10/23, 16:00:14] Maga: ‎<adjunto: 00002915-AUDIO-2023-10-24-16-00-14.opus>
[24/10/23, 16:14:47] Antonio Murillo Sevillano: El gusto cambia en función de la tendencia
[24/10/23, 16:15:02] Antonio Murillo Sevillano: Aunq creas q no
[24/10/23, 16:15:07] Maga: Ya
[24/10/23, 16:15:12] Antonio Murillo Sevillano: Q no te influye
[24/10/23, 16:15:23] Maga: Creo que ahora estoy empezando a sacar mi gusto de verdad
[24/10/23, 16:15:46] Maga: El estetico digo
[24/10/23, 16:42:33] Antonio Murillo Sevillano: El gusto x los pitos dices ?
[24/10/23, 16:42:44] Antonio Murillo Sevillano: Yo me he comprado 3 decenas de guevos
[24/10/23, 16:42:49] Antonio Murillo Sevillano: Y tengo 1 mas en la casa
[24/10/23, 16:43:01] Antonio Murillo Sevillano: Y 2 kg de pollo
[24/10/23, 16:56:00] Maga: X las xurritas😞
[24/10/23, 16:56:18] Maga: Que le das de comer tu a to el bloque o q
[24/10/23, 16:56:34] Antonio Murillo Sevillano: me regalaban 1 si compraba 2
[24/10/23, 16:56:43] Antonio Murillo Sevillano: y el pollo tambn estaba rebajado
[24/10/23, 16:56:46] Antonio Murillo Sevillano: y la cerveza
[24/10/23, 16:59:47] Antonio Murillo Sevillano: me ha salido el kg de pollo a 3.81
[24/10/23, 17:01:14] Maga: Bro se convirtio en una mari
[24/10/23, 17:16:14] Antonio Murillo Sevillano: sisoi
[24/10/23, 18:17:57] Antonio Murillo Sevillano: https://www.xperiencepoland.com/tour/sexy-oil-wrestling-krakow/
[24/10/23, 18:18:12] Antonio Murillo Sevillano: Yo buscando wrestling krakow en Google
[24/10/23, 18:18:18] Antonio Murillo Sevillano: El segundo enlace :
[24/10/23, 18:20:36] Maga: La mma que me gusta
[24/10/23, 18:24:55] Maga: Hoy empiezo bjj
[24/10/23, 18:25:12] Maga: La siguiente pelea de playa va a ser letal
[24/10/23, 18:25:42] Maga: Me estoy convirtiendo en una katana
[24/10/23, 18:37:12] Antonio Murillo Sevillano: Q caro es las cosas de lucha
[24/10/23, 18:37:15] Antonio Murillo Sevillano: 44 pavacos
[24/10/23, 19:05:08] Antonio Murillo Sevillano: Poca
[24/10/23, 19:05:11] Antonio Murillo Sevillano: Poca gente habla
[24/10/23, 19:05:20] Antonio Murillo Sevillano: De lo en el taco q está Elena Gortari
[24/10/23, 19:05:23] Antonio Murillo Sevillano: Pero nadie dice na
[24/10/23, 19:05:53] Maga: De tik tok o de x si
[24/10/23, 19:07:24] Antonio Murillo Sevillano: Mamona
[24/10/23, 19:07:27] Antonio Murillo Sevillano: De ig
[24/10/23, 19:08:21] Antonio Murillo Sevillano: Cómo va a ser de tik tok
‎[24/10/23, 19:08:30] Maga: ‎<adjunto: 00002951-AUDIO-2023-10-24-19-08-30.opus>
[24/10/23, 19:09:36] Antonio Murillo Sevillano: Antes de ser famosa ni sorda
[24/10/23, 19:09:38] Antonio Murillo Sevillano: Zorra
[24/10/23, 19:09:42] Antonio Murillo Sevillano: Aunq seguro q tambn tiene billetes
[24/10/23, 19:09:45] Antonio Murillo Sevillano: Q es de Tirana
[24/10/23, 19:09:47] Antonio Murillo Sevillano: Triana
[24/10/23, 20:06:41] Antonio Murillo Sevillano: Illo
[24/10/23, 20:06:48] Antonio Murillo Sevillano: Dime equipos chetos
[24/10/23, 20:06:55] Antonio Murillo Sevillano: O q se me den bien del Fifa 18
‎[24/10/23, 20:07:31] Antonio Murillo Sevillano: ‎<adjunto: 00002960-AUDIO-2023-10-24-20-07-31.opus>
[24/10/23, 23:17:01] Antonio Murillo Sevillano: Illo ni 48 horas
[24/10/23, 23:17:08] Antonio Murillo Sevillano: Y ya noto indicios de movida
[24/10/23, 23:18:05] Maga: Madrid, bayern,
[24/10/23, 23:18:10] Maga: Psg
[24/10/23, 23:18:16] Maga: City
‎[24/10/23, 23:18:36] Maga: ‎<adjunto: 00002966-STICKER-2023-10-24-23-18-36.webp>
[24/10/23, 23:18:38] Antonio Murillo Sevillano: Vale no es indicios
[24/10/23, 23:18:42] Maga: Esta asi no?
[24/10/23, 23:18:50] Antonio Murillo Sevillano: Estoy asin
[24/10/23, 23:18:51] Maga: Que ha pasao
‎[24/10/23, 23:18:54] Antonio Murillo Sevillano: ‎<adjunto: 00002971-STICKER-2023-10-24-23-18-53.webp>
[24/10/23, 23:18:57] Maga: Cual es la nueva season
[24/10/23, 23:19:04] Maga: JAJAJAJAJAJAJA
‎[24/10/23, 23:19:08] Antonio Murillo Sevillano: ‎<adjunto: 00002974-AUDIO-2023-10-24-23-19-08.opus>
‎[24/10/23, 23:19:16] Antonio Murillo Sevillano: ‎<adjunto: 00002975-AUDIO-2023-10-24-23-19-16.opus>
‎[24/10/23, 23:19:32] Antonio Murillo Sevillano: ‎<adjunto: 00002976-PHOTO-2023-10-24-23-19-32.jpg>
‎[24/10/23, 23:19:50] Antonio Murillo Sevillano: ‎<adjunto: 00002977-AUDIO-2023-10-24-23-19-50.opus>
[24/10/23, 23:20:30] Maga: Vaya psiko killer
[24/10/23, 23:20:31] Maga: Mano
[24/10/23, 23:20:39] Maga: Es d estar loquita la vd
‎[24/10/23, 23:20:58] Antonio Murillo Sevillano: ‎<adjunto: 00002981-AUDIO-2023-10-24-23-20-58.opus>
[24/10/23, 23:21:54] Antonio Murillo Sevillano: Stoy raro la vd
[24/10/23, 23:22:00] Maga: Mano
[24/10/23, 23:22:12] Maga: Yo creo q es alargar lo inalargable
[24/10/23, 23:22:16] Maga: Esq no encuentra fin
[24/10/23, 23:22:17] Antonio Murillo Sevillano: Y mira q aun no se ha liado del todo
[24/10/23, 23:22:37] Maga: Un dia justo despues de q se vuelva
[24/10/23, 23:24:40] Antonio Murillo Sevillano: No se
[24/10/23, 23:24:46] Antonio Murillo Sevillano: Se está conteniendo enfadarse
[24/10/23, 23:24:54] Antonio Murillo Sevillano: Pero es q siento el tono como si la tuviese delante
[24/10/23, 23:29:24] Maga: Xq esta emparre
[24/10/23, 23:29:50] Antonio Murillo Sevillano: Xq piensa q le estoy mintiendo de donde estoy
[24/10/23, 23:29:52] Antonio Murillo Sevillano: O yoqse
[24/10/23, 23:29:54] Antonio Murillo Sevillano: Me refiero
[24/10/23, 23:29:58] Antonio Murillo Sevillano: Ahora no me dice na
[24/10/23, 23:30:04] Antonio Murillo Sevillano: Eso es q esta emparre y no quiere liarla
[24/10/23, 23:31:02] Antonio Murillo Sevillano: Y la vd q me está dando ansiedad
[24/10/23, 23:31:23] Maga: Mano deja el movil un rati
[24/10/23, 23:31:25] Maga: Rato
[24/10/23, 23:31:27] Maga: Largo
[24/10/23, 23:31:29] Maga: A poder ser
[24/10/23, 23:31:31] Maga: Piensa
[24/10/23, 23:31:37] Maga: O no pienses
[24/10/23, 23:31:40] Maga: Pero no hables con ella
[24/10/23, 23:31:43] Maga: Ya mañana hablas
[24/10/23, 23:31:52] Antonio Murillo Sevillano: Sabes q no puedo
[24/10/23, 23:32:09] Antonio Murillo Sevillano: Mas q na x la necesidad de saber
[24/10/23, 23:32:18] Antonio Murillo Sevillano: Y porque no me gusta estar mal
[24/10/23, 23:32:24] Antonio Murillo Sevillano: Aunq es un poco evidente
[24/10/23, 23:32:31] Antonio Murillo Sevillano: Q a nadie le gusta
[24/10/23, 23:33:26] Maga: Illo échame cuenta aunq sea una vez
[24/10/23, 23:33:33] Maga: Date tiempo a ti
[24/10/23, 23:33:41] Maga: Que te crees que te va a hacer sentir mejor
[24/10/23, 23:33:46] Maga: Dejar el tema a un lado
[24/10/23, 23:33:48] Antonio Murillo Sevillano: Vale voy a ponerlo en silencio
[24/10/23, 23:33:52] Maga: Y seguir con tu vida
[24/10/23, 23:33:56] Maga: Un rato
[24/10/23, 23:34:04] Maga: Ya mañana hablais
[24/10/23, 23:34:21] Maga: O estar ahora complaciendo su picadura de coño y su emparre
[24/10/23, 23:34:34] Antonio Murillo Sevillano: Vale
[24/10/23, 23:34:38] Antonio Murillo Sevillano: Weno mañana no
[24/10/23, 23:34:43] Antonio Murillo Sevillano: Q eso si q es caput
[24/10/23, 23:34:55] Antonio Murillo Sevillano: Pero x un rato si q voy a chulear.
[24/10/23, 23:35:00] Antonio Murillo Sevillano: Chilear *
[24/10/23, 23:35:53] Maga: Esq no deberia de serlo
[25/10/23, 0:34:17] Maga: Tinder
[25/10/23, 0:34:27] Maga: Es el clash of clans para adultos
[25/10/23, 0:34:51] Maga: Recolectas dejas tus cosas mejorando y entras a las 8 horas para atacar
[25/10/23, 0:46:17] Antonio Murillo Sevillano: Si
[25/10/23, 0:46:21] Antonio Murillo Sevillano: Cómo va la aldea
[25/10/23, 0:46:30] Antonio Murillo Sevillano: Tú eres más bien el duende verde
[25/10/23, 0:46:45] Antonio Murillo Sevillano: al final no ha habido movida
[25/10/23, 0:46:47] Antonio Murillo Sevillano: Aunq me he rayado
‎[25/10/23, 0:51:22] Maga: ‎<adjunto: 00003034-AUDIO-2023-10-25-00-51-22.opus>
[25/10/23, 0:52:57] Antonio Murillo Sevillano: El audio ese q es pa Eva pa decirle q eres gey ?
[25/10/23, 0:53:08] Antonio Murillo Sevillano: Tinder es para sacudir la trucha
‎[25/10/23, 0:53:35] Maga: ‎<adjunto: 00003037-AUDIO-2023-10-25-00-53-35.opus>
[25/10/23, 0:53:46] Antonio Murillo Sevillano: Pasear al teckel
[25/10/23, 0:53:50] Antonio Murillo Sevillano: Darle de comer al oso
[25/10/23, 0:54:19] Maga: Para rascar croquetas
[25/10/23, 0:58:23] Antonio Murillo Sevillano: Es española la chavala ?
[25/10/23, 0:58:48] Maga: Si
[25/10/23, 0:58:52] Maga: Creo
[25/10/23, 10:36:47] Antonio Murillo Sevillano: ahora dan 60 en revolut😞
[25/10/23, 10:36:52] Antonio Murillo Sevillano: pero ya ni mi hermano ni tu podeis pillarlo
[25/10/23, 12:29:04] Maga: Joder
[25/10/23, 12:29:06] Maga: Xq
[25/10/23, 12:36:02] Antonio Murillo Sevillano: pq hacer lo mismo q antes
[25/10/23, 12:36:05] Antonio Murillo Sevillano: registrarte
[25/10/23, 12:36:08] Antonio Murillo Sevillano: y hacer las 3 compras de 5
[25/10/23, 12:37:03] Maga: Y xq no puedo hacerlo
[25/10/23, 12:37:46] Antonio Murillo Sevillano: pq ya tienes una cuenta
[25/10/23, 12:37:54] Antonio Murillo Sevillano: si te diesen ahora el dinero serian tontos
[25/10/23, 12:38:01] Antonio Murillo Sevillano: si lo unico q querian es q te creases una cuenta
[25/10/23, 12:38:15] Maga: 60 pa cada uno??
[25/10/23, 12:38:18] Antonio Murillo Sevillano: no
[25/10/23, 12:38:20] Antonio Murillo Sevillano: 30 pa cada uno
[25/10/23, 12:38:21] Maga: Ah vale
[25/10/23, 12:38:25] Maga: Me estaba picando
[25/10/23, 12:38:31] Antonio Murillo Sevillano: mordido
[25/10/23, 12:38:43] Antonio Murillo Sevillano: te tendria q haber dicho 60 pa cada uno
[25/10/23, 12:38:49] Antonio Murillo Sevillano: pa q te estuvieses acordando
[25/10/23, 12:38:50] Maga: Jajajajajaj
[25/10/23, 12:38:52] Antonio Murillo Sevillano: q 60 en la mano pican
[25/10/23, 12:39:02] Maga: Y 30 tambien
[25/10/23, 12:39:03] Maga: Bueno
[25/10/23, 12:39:05] Maga: Con suerte
[25/10/23, 12:39:11] Antonio Murillo Sevillano: hay una cosa del bbwa q te dan 50 creo
[25/10/23, 12:39:14] Maga: Nectar saca promo
[25/10/23, 12:39:27] Antonio Murillo Sevillano: q ayer me intento reclutar uno de mi clasa
[25/10/23, 12:39:27] Maga: No soy bbva
[25/10/23, 12:39:28] Antonio Murillo Sevillano: clase
[25/10/23, 12:39:39] Antonio Murillo Sevillano: no si es x crearte una cuenta online
[25/10/23, 12:39:48] Antonio Murillo Sevillano: esa no se va a volver a repetir
[25/10/23, 12:40:03] Maga: Que no de que
[25/10/23, 12:40:11] Maga: Si mi hermano es la segunda que hace
[25/10/23, 12:40:25] Maga: Lo q pasa es que en la primera fue pajo y no devolvio
[25/10/23, 12:40:30] Antonio Murillo Sevillano: en cuanto tiempo
[25/10/23, 12:40:34] Maga: No lo se
[25/10/23, 12:40:38] Maga: Creo que fue antes de verano
[25/10/23, 12:40:52] Antonio Murillo Sevillano: como lo hagan mucho quiebran
[25/10/23, 12:41:31] Maga: Esa gente creo que blanquea dinero
[25/10/23, 12:41:34] Maga: No me explico
[25/10/23, 12:41:37] Maga: Y le sobrara
[25/10/23, 12:41:57] Maga: Yo con mis 200 euros del cartel
‎[25/10/23, 12:42:05] Maga: ‎<adjunto: 00003086-STICKER-2023-10-25-12-42-05.webp>
[25/10/23, 12:42:59] Maga: Estuvo guapo el bjj
[25/10/23, 12:43:04] Maga: Me enseñaron 2 derribos
[25/10/23, 12:43:08] Maga: Y la llave de brazo
[25/10/23, 12:43:30] Maga: Y un par de cosas sus defensas
[25/10/23, 12:43:48] Maga: Cuando vayamos a la playa te voy a ahorcar
‎[25/10/23, 12:44:54] Maga: ‎<adjunto: 00003092-AUDIO-2023-10-25-12-44-54.opus>
‎[25/10/23, 12:47:11] Maga: ‎<adjunto: 00003093-AUDIO-2023-10-25-12-47-11.opus>
‎[25/10/23, 12:48:16] Maga: ‎<adjunto: 00003094-AUDIO-2023-10-25-12-48-16.opus>
‎[25/10/23, 12:49:19] Maga: ‎<adjunto: 00003095-AUDIO-2023-10-25-12-49-19.opus>
[25/10/23, 12:49:45] Maga: De aqui a un año soy anderson silva
[25/10/23, 13:57:58] Antonio Murillo Sevillano: pero lo de darte candela era en jj o muay
[25/10/23, 13:58:00] Antonio Murillo Sevillano: q no me he enterado
[25/10/23, 13:58:04] Antonio Murillo Sevillano: a ti cuanto te cuesta
[25/10/23, 13:58:27] Antonio Murillo Sevillano: yo solo le tengo miedo a los polacos y ni eso
[25/10/23, 13:58:27] Maga: Muay
[25/10/23, 13:58:38] Antonio Murillo Sevillano: yo creo q me gano pq estaba al borde del etilico
[25/10/23, 13:58:42] Antonio Murillo Sevillano: y pq sabia cosas
‎[25/10/23, 13:59:14] Maga: ‎<adjunto: 00003104-AUDIO-2023-10-25-13-59-14.opus>
‎[25/10/23, 13:59:36] Maga: ‎<adjunto: 00003105-AUDIO-2023-10-25-13-59-36.opus>
[25/10/23, 14:13:23] Antonio Murillo Sevillano: Cuanto
[25/10/23, 14:13:27] Antonio Murillo Sevillano: A lo mejor voy a probar
[25/10/23, 14:13:35] Antonio Murillo Sevillano: q tengo una clase de prueba
[25/10/23, 14:13:38] Maga: 55
[25/10/23, 14:13:44] Maga: El que
[25/10/23, 14:13:46] Maga: Mma?
‎[25/10/23, 14:14:15] Antonio Murillo Sevillano: ‎<adjunto: 00003112-PHOTO-2023-10-25-14-14-15.jpg>
[25/10/23, 14:14:53] Maga: Que te llama la atencion
[25/10/23, 14:15:06] Antonio Murillo Sevillano: le voy a decir q me convierta un arma letal
[25/10/23, 14:15:20] Maga: Mma a mi no me gusta
[25/10/23, 14:15:26] Maga: Pero xq no me gusta como se enseña
‎[25/10/23, 14:15:37] Maga: ‎<adjunto: 00003117-AUDIO-2023-10-25-14-15-37.opus>
[25/10/23, 14:15:41] Antonio Murillo Sevillano: de camelar niñas matar marroquis y demas cosas
‎[25/10/23, 14:15:59] Maga: ‎<adjunto: 00003119-AUDIO-2023-10-25-14-15-59.opus>
‎[25/10/23, 14:16:38] Maga: ‎<adjunto: 00003120-AUDIO-2023-10-25-14-16-38.opus>
‎[25/10/23, 14:17:03] Maga: ‎<adjunto: 00003121-AUDIO-2023-10-25-14-17-03.opus>
‎[25/10/23, 14:17:19] Maga: ‎<adjunto: 00003122-AUDIO-2023-10-25-14-17-19.opus>
[25/10/23, 14:17:45] Antonio Murillo Sevillano: q diferencia hay entre kik bosin
[25/10/23, 14:17:52] Antonio Murillo Sevillano: y k 1
[25/10/23, 14:17:55] Maga: Y k1?
[25/10/23, 14:17:59] Antonio Murillo Sevillano: yo pensaba q era lo mismo
‎[25/10/23, 14:18:10] Maga: ‎<adjunto: 00003127-AUDIO-2023-10-25-14-18-10.opus>
[25/10/23, 14:18:14] Maga: No no
‎[25/10/23, 14:18:49] Maga: ‎<adjunto: 00003129-AUDIO-2023-10-25-14-18-49.opus>
[25/10/23, 14:28:34] Antonio Murillo Sevillano: Creo q probare bjj
[25/10/23, 14:28:40] Antonio Murillo Sevillano: O algo asin
[25/10/23, 14:28:41] Antonio Murillo Sevillano: A ve q tal
[26/10/23, 13:23:37] Antonio Murillo Sevillano: Lleva 7 en un mes
[26/10/23, 13:25:44] Maga: Que pereza
[26/10/23, 13:25:47] Maga: La verdad
[26/10/23, 13:25:56] Maga: Puntuar x puntuar
[26/10/23, 13:30:30] Antonio Murillo Sevillano: Ya
[26/10/23, 13:30:32] Antonio Murillo Sevillano: Es buena gente
[26/10/23, 13:30:38] Antonio Murillo Sevillano: Pero le pierde el gane
[26/10/23, 13:30:41] Antonio Murillo Sevillano: El game
‎[26/10/23, 13:37:02] Antonio Murillo Sevillano: ‎imagen omitida
[26/10/23, 13:37:36] Maga: Madre
[26/10/23, 13:37:39] Maga: Ni tabaco
‎[26/10/23, 14:42:14] Maga: ‎imagen omitida
[26/10/23, 22:06:26] Antonio Murillo Sevillano: Fightin ?
[26/10/23, 22:06:36] Antonio Murillo Sevillano: Lonsez siempre me la tiene q liar
‎[27/10/23, 2:04:48] Antonio Murillo Sevillano: ‎Video omitido
[27/10/23, 2:05:11] Antonio Murillo Sevillano: Matheus no se equivocaba con lo de q studio klub estaba lleno de hot chicks
[27/10/23, 2:05:20] Antonio Murillo Sevillano: 🙏
[27/10/23, 9:05:17] Maga: Vaya equipo de furbo mas disco
[27/10/23, 10:44:17] Antonio Murillo Sevillano: Mi lote de ayer fue vodka a trayones de la botella
[27/10/23, 10:44:28] Antonio Murillo Sevillano: Y buches de zumo pa regular un poco
[27/10/23, 10:44:48] Antonio Murillo Sevillano: Nos pimplamos la botella entre julio y yo
[27/10/23, 10:44:54] Antonio Murillo Sevillano: Y el julio iba en otro mundo
[27/10/23, 14:10:53] Maga: T estas convirtiendo en un borraxo
[27/10/23, 14:12:35] Antonio Murillo Sevillano: ya es tarde
[27/10/23, 14:12:55] Maga: Vas a llegar de entendio del vodka
[27/10/23, 14:13:09] Maga: Vas a decir q vladonov no es un elissir😞
[27/10/23, 14:13:17] Maga: Con maria que tal
[27/10/23, 16:08:10] Antonio Murillo Sevillano: Tengo q probarlo a palo seco para ver si es un elixir
[27/10/23, 16:15:52] Antonio Murillo Sevillano: Bien
[27/10/23, 17:38:20] Antonio Murillo Sevillano: Tu sabe
[27/10/23, 17:38:23] Antonio Murillo Sevillano: Normal
[27/10/23, 17:38:35] Antonio Murillo Sevillano: A veces me rayo un poco
[27/10/23, 17:38:45] Antonio Murillo Sevillano: A ve no me rayo pero se q la situación es rara
[27/10/23, 17:45:37] Antonio Murillo Sevillano: Y me da miedo dejar de sentir
[27/10/23, 17:45:48] Antonio Murillo Sevillano: Y no poder saber o querer bajarme de la rueda
[27/10/23, 21:38:27] Antonio Murillo Sevillano: Polonia me está cambiando
[27/10/23, 21:38:36] Antonio Murillo Sevillano: Me he encontrado un paquete de tabaco en el fumadero
[27/10/23, 21:38:46] Antonio Murillo Sevillano: Y en vez de mangarlo he cogido 3 cigarros na más
[27/10/23, 21:38:49] Antonio Murillo Sevillano: Y estaba lleno
[28/10/23, 1:36:37] Maga: Disculpe he estado un poco off entre el entreno y q he salio
‎[28/10/23, 1:37:39] Maga: ‎<adjunto: 00003173-AUDIO-2023-10-28-01-37-39.opus>
[28/10/23, 1:37:53] Maga: Muy centroeuropeo por tu parte
[28/10/23, 1:37:55] Maga: La verdad
[28/10/23, 1:39:39] Antonio Murillo Sevillano: no se mano
[28/10/23, 1:39:41] Antonio Murillo Sevillano: es complejo
[28/10/23, 1:39:45] Antonio Murillo Sevillano: el tiempo me dara mas pista
[28/10/23, 1:39:46] Antonio Murillo Sevillano: pistas
[28/10/23, 1:39:58] Antonio Murillo Sevillano: pero la vd q va a ser duro para todo esto estar 2 meses sin verla
[28/10/23, 1:43:12] Maga: El tiempo te va a dar la solucion
[28/10/23, 1:43:15] Maga: La vd
[28/10/23, 1:43:37] Antonio Murillo Sevillano: yia
[28/10/23, 1:43:45] Antonio Murillo Sevillano: pa pensal
[28/10/23, 1:44:07] Maga: Te diria q no te agobies
[28/10/23, 1:44:13] Antonio Murillo Sevillano: mañana puede q se venga movida o no
[28/10/23, 1:44:16] Maga: Pero sin agobio no sale esta cuestion
[28/10/23, 1:44:20] Antonio Murillo Sevillano: pq he desconectado y no le he respondido en 2 horas
[28/10/23, 1:44:31] Antonio Murillo Sevillano: me ha llamado a las 12 pq creo q se ha quedado sin bateria
[28/10/23, 1:44:39] Antonio Murillo Sevillano: y le he respondido a las 12 y media
[28/10/23, 1:45:32] Antonio Murillo Sevillano: me da miedo q tenga razon y conocer gente aqui y reacer mi vida
[28/10/23, 1:46:24] Antonio Murillo Sevillano: no digo q tuviese razon dudando de la italiana pq antes de todo va mi amor y respeto
[28/10/23, 1:46:30] Antonio Murillo Sevillano: pero si no estuviesemos juntos no se
‎[28/10/23, 1:47:15] Maga: ‎<adjunto: 00003194-AUDIO-2023-10-28-01-47-15.opus>
‎[28/10/23, 1:47:38] Maga: ‎<adjunto: 00003195-AUDIO-2023-10-28-01-47-38.opus>
[28/10/23, 1:49:05] Antonio Murillo Sevillano: Ya
[28/10/23, 1:49:12] Antonio Murillo Sevillano: No se
[28/10/23, 1:49:30] Antonio Murillo Sevillano: No creo q sea q eso no es lo q necesito en mi vida
[28/10/23, 1:49:36] Antonio Murillo Sevillano: Es q Alomejor no es lo que necesito ahora
[28/10/23, 1:49:50] Antonio Murillo Sevillano: Por las circunstancias
‎[28/10/23, 1:50:22] Maga: ‎<adjunto: 00003201-AUDIO-2023-10-28-01-50-22.opus>
‎[28/10/23, 1:51:38] Maga: ‎<adjunto: 00003202-AUDIO-2023-10-28-01-51-38.opus>
‎[28/10/23, 1:51:48] Maga: ‎<adjunto: 00003203-AUDIO-2023-10-28-01-51-48.opus>
‎[28/10/23, 1:52:09] Maga: ‎<adjunto: 00003204-AUDIO-2023-10-28-01-52-09.opus>
[28/10/23, 1:55:02] Antonio Murillo Sevillano: No se el desgaste es lo peor
[28/10/23, 1:55:20] Antonio Murillo Sevillano: Yo no siento q no sea lo correcto
[28/10/23, 1:55:39] Maga: El q?
[28/10/23, 1:55:51] Antonio Murillo Sevillano: A tu último audio
[28/10/23, 1:56:03] Antonio Murillo Sevillano: Q yo no siento q esté con ella sabiendo q es lo incorrecto
‎[28/10/23, 1:56:08] Maga: ‎<adjunto: 00003210-AUDIO-2023-10-28-01-56-08.opus>
[28/10/23, 1:56:22] Antonio Murillo Sevillano: Ahora me siento raro
[28/10/23, 1:56:29] Antonio Murillo Sevillano: Es como q la conozco pero es diferente
‎[28/10/23, 1:56:34] Maga: ‎<adjunto: 00003213-AUDIO-2023-10-28-01-56-34.opus>
[28/10/23, 1:56:35] Antonio Murillo Sevillano: Es una persona diferente
[28/10/23, 1:56:47] Maga: Me paso lo mismito con amanda
[28/10/23, 1:57:00] Maga: Vamos seguramente a ella tambien conmigo
[28/10/23, 1:57:02] Antonio Murillo Sevillano: No se, es como q se me está olvidando como realmente era
[28/10/23, 1:57:05] Antonio Murillo Sevillano: Lo tengo borroso
‎[28/10/23, 1:57:12] Maga: ‎<adjunto: 00003219-AUDIO-2023-10-28-01-57-12.opus>
[28/10/23, 1:57:13] Antonio Murillo Sevillano: Alomejor xq llevo dos cervezas grandes sin cenar
[28/10/23, 1:57:21] Maga: Si
[28/10/23, 1:57:25] Maga: Igualito
[28/10/23, 1:57:27] Maga: Te lo juro
[28/10/23, 1:57:28] Antonio Murillo Sevillano: A ve esta cara desconfiada ya la conocía
[28/10/23, 1:57:31] Maga: Jajajajajaj
[28/10/23, 1:57:37] Antonio Murillo Sevillano: No se
[28/10/23, 1:57:43] Antonio Murillo Sevillano: Es muy complicado
‎[28/10/23, 1:57:45] Maga: ‎<adjunto: 00003228-AUDIO-2023-10-28-01-57-45.opus>
[28/10/23, 1:57:47] Antonio Murillo Sevillano: No se cómo se siente ella
[28/10/23, 1:57:57] Antonio Murillo Sevillano: Ahora no se
[28/10/23, 1:58:05] Antonio Murillo Sevillano: Pensaba q me iba a recuperar del desgaste y la apatía
[28/10/23, 1:58:07] Antonio Murillo Sevillano: Pero no se
[28/10/23, 1:58:26] Antonio Murillo Sevillano: Pero es q se me hace raro que se acabe
‎[28/10/23, 1:58:30] Maga: ‎<adjunto: 00003234-AUDIO-2023-10-28-01-58-30.opus>
‎[28/10/23, 1:59:01] Maga: ‎<adjunto: 00003235-AUDIO-2023-10-28-01-59-01.opus>
[28/10/23, 1:59:17] Antonio Murillo Sevillano: Me cuesta pensar en deshacerme de toda esa parte de mi
‎[28/10/23, 1:59:25] Maga: ‎<adjunto: 00003237-AUDIO-2023-10-28-01-59-25.opus>
‎[28/10/23, 1:59:37] Maga: ‎<adjunto: 00003238-AUDIO-2023-10-28-01-59-37.opus>
